Using options:
08048F24: warning: Unable to resolve imported reference !__gmon_start__.
  at Reko.Structure.StructureAnalysis.Structure () <0x41db77e0 + 0x00137> in <filename unknown>:0 
  at Reko.DecompilerDriver.StructureProgram () <0x41db7300 + 0x00255> in <filename unknown>:0 
fplus_recurse: error: An error occurred while rewriting procedure to high-level language.
    Failure has occurred while loading a type.
      at Reko.Structure.StructureAnalysis.ProcessUnresolvedRegions () <0x41dc00d0 + 0x00073> in <filename unknown>:0 
  at Reko.Structure.StructureAnalysis.Execute () <0x41db8ca0 + 0x00443> in <filename unknown>:0 
  at Reko.Structure.StructureAnalysis.Structure () <0x41db77e0 + 0x00137> in <filename unknown>:0 
  at Reko.DecompilerDriver.StructureProgram () <0x41db7300 + 0x00255> in <filename unknown>:0 
sf_recurse: error: An error occurred while rewriting procedure to high-level language.
    Failure has occurred while loading a type.
      at Reko.Structure.StructureAnalysis.ProcessUnresolvedRegions () <0x41dc00d0 + 0x00073> in <filename unknown>:0 
  at Reko.Structure.StructureAnalysis.Execute () <0x41db8ca0 + 0x00443> in <filename unknown>:0 
  at Reko.Structure.StructureAnalysis.Structure () <0x41db77e0 + 0x00137> in <filename unknown>:0 
  at Reko.DecompilerDriver.StructureProgram () <0x41db7300 + 0x00255> in <filename unknown>:0 
group_recurse: error: An error occurred while rewriting procedure to high-level language.
    Failure has occurred while loading a type.
      at Reko.Structure.StructureAnalysis.ProcessUnresolvedRegions () <0x41dc00d0 + 0x00073> in <filename unknown>:0 
  at Reko.Structure.StructureAnalysis.Execute () <0x41db8ca0 + 0x00443> in <filename unknown>:0 
  at Reko.Structure.StructureAnalysis.Structure () <0x41db77e0 + 0x00137> in <filename unknown>:0 
  at Reko.DecompilerDriver.StructureProgram () <0x41db7300 + 0x00255> in <filename unknown>:0 
patch_root_div: error: An error occurred while rewriting procedure to high-level language.
    Failure has occurred while loading a type.
      at Reko.Structure.StructureAnalysis.ProcessUnresolvedRegions () <0x41dc00d0 + 0x00073> in <filename unknown>:0 
  at Reko.Structure.StructureAnalysis.Execute () <0x41db8ca0 + 0x00443> in <filename unknown>:0 
  at Reko.Structure.StructureAnalysis.Structure () <0x41db77e0 + 0x00137> in <filename unknown>:0 
  at Reko.DecompilerDriver.StructureProgram () <0x41db7300 + 0x00255> in <filename unknown>:0 
unsimp_power: error: An error occurred while rewriting procedure to high-level language.
    Failure has occurred while loading a type.
      at Reko.Structure.StructureAnalysis.ProcessUnresolvedRegions () <0x41dc00d0 + 0x00073> in <filename unknown>:0 
  at Reko.Structure.StructureAnalysis.Execute () <0x41db8ca0 + 0x00443> in <filename unknown>:0 
  at Reko.Structure.StructureAnalysis.Structure () <0x41db77e0 + 0x00137> in <filename unknown>:0 
  at Reko.DecompilerDriver.StructureProgram () <0x41db7300 + 0x00255> in <filename unknown>:0 
sub_ufactor: error: An error occurred while rewriting procedure to high-level language.
    Failure has occurred while loading a type.
      at Reko.Structure.StructureAnalysis.ProcessUnresolvedRegions () <0x41dc00d0 + 0x00073> in <filename unknown>:0 
  at Reko.Structure.StructureAnalysis.Execute () <0x41db8ca0 + 0x00443> in <filename unknown>:0 
  at Reko.Structure.StructureAnalysis.Structure () <0x41db77e0 + 0x00137> in <filename unknown>:0 
  at Reko.DecompilerDriver.StructureProgram () <0x41db7300 + 0x00255> in <filename unknown>:0 
uf_times: error: An error occurred while rewriting procedure to high-level language.
    Failure has occurred while loading a type.
      at Reko.Structure.StructureAnalysis.ProcessUnresolvedRegions () <0x41dc00d0 + 0x00073> in <filename unknown>:0 
  at Reko.Structure.StructureAnalysis.Execute () <0x41db8ca0 + 0x00443> in <filename unknown>:0 
  at Reko.Structure.StructureAnalysis.Structure () <0x41db77e0 + 0x00137> in <filename unknown>:0 
  at Reko.DecompilerDriver.StructureProgram () <0x41db7300 + 0x00255> in <filename unknown>:0 
get_term: error: An error occurred while rewriting procedure to high-level language.
    Failure has occurred while loading a type.
      at Reko.Structure.StructureAnalysis.ProcessUnresolvedRegions () <0x41dc00d0 + 0x00073> in <filename unknown>:0 
  at Reko.Structure.StructureAnalysis.Execute () <0x41db8ca0 + 0x00443> in <filename unknown>:0 
  at Reko.Structure.StructureAnalysis.Structure () <0x41db77e0 + 0x00137> in <filename unknown>:0 
  at Reko.DecompilerDriver.StructureProgram () <0x41db7300 + 0x00255> in <filename unknown>:0 
term_value: error: An error occurred while rewriting procedure to high-level language.
    Failure has occurred while loading a type.
      at Reko.Structure.StructureAnalysis.ProcessUnresolvedRegions () <0x41dc00d0 + 0x00073> in <filename unknown>:0 
  at Reko.Structure.StructureAnalysis.Execute () <0x41db8ca0 + 0x00443> in <filename unknown>:0 
  at Reko.Structure.StructureAnalysis.Structure () <0x41db77e0 + 0x00137> in <filename unknown>:0 
  at Reko.DecompilerDriver.StructureProgram () <0x41db7300 + 0x00255> in <filename unknown>:0 
poly_in_v: error: An error occurred while rewriting procedure to high-level language.
    Failure has occurred while loading a type.
      at Reko.Structure.StructureAnalysis.ProcessUnresolvedRegions () <0x41dc00d0 + 0x00073> in <filename unknown>:0 
  at Reko.Structure.StructureAnalysis.Execute () <0x41db8ca0 + 0x00443> in <filename unknown>:0 
  at Reko.Structure.StructureAnalysis.Structure () <0x41db77e0 + 0x00137> in <filename unknown>:0 
  at Reko.DecompilerDriver.StructureProgram () <0x41db7300 + 0x00255> in <filename unknown>:0 
smart_div: error: An error occurred while rewriting procedure to high-level language.
    Failure has occurred while loading a type.
      at Reko.Structure.StructureAnalysis.ProcessUnresolvedRegions () <0x41dc00d0 + 0x00073> in <filename unknown>:0 
  at Reko.Structure.StructureAnalysis.Execute () <0x41db8ca0 + 0x00443> in <filename unknown>:0 
  at Reko.Structure.StructureAnalysis.Structure () <0x41db77e0 + 0x00137> in <filename unknown>:0 
  at Reko.DecompilerDriver.StructureProgram () <0x41db7300 + 0x00255> in <filename unknown>:0 
is_integer_expr: error: An error occurred while rewriting procedure to high-level language.
    Failure has occurred while loading a type.
      at Reko.Structure.StructureAnalysis.ProcessUnresolvedRegions () <0x41dc00d0 + 0x00073> in <filename unknown>:0 
  at Reko.Structure.StructureAnalysis.Execute () <0x41db8ca0 + 0x00443> in <filename unknown>:0 
  at Reko.Structure.StructureAnalysis.Structure () <0x41db77e0 + 0x00137> in <filename unknown>:0 
  at Reko.DecompilerDriver.StructureProgram () <0x41db7300 + 0x00255> in <filename unknown>:0 
remove_factors: error: An error occurred while rewriting procedure to high-level language.
    Failure has occurred while loading a type.
      at Reko.Structure.StructureAnalysis.ProcessUnresolvedRegions () <0x41dc00d0 + 0x00073> in <filename unknown>:0 
  at Reko.Structure.StructureAnalysis.Execute () <0x41db8ca0 + 0x00443> in <filename unknown>:0 
  at Reko.Structure.StructureAnalysis.Structure () <0x41db77e0 + 0x00137> in <filename unknown>:0 
  at Reko.DecompilerDriver.StructureProgram () <0x41db7300 + 0x00255> in <filename unknown>:0 
find_greatest_power: error: An error occurred while rewriting procedure to high-level language.
    Failure has occurred while loading a type.
      at Reko.Structure.StructureAnalysis.ProcessUnresolvedRegions () <0x41dc00d0 + 0x00073> in <filename unknown>:0 
  at Reko.Structure.StructureAnalysis.Execute () <0x41db8ca0 + 0x00443> in <filename unknown>:0 
  at Reko.Structure.StructureAnalysis.Structure () <0x41db77e0 + 0x00137> in <filename unknown>:0 
  at Reko.DecompilerDriver.StructureProgram () <0x41db7300 + 0x00255> in <filename unknown>:0 
find_highest_count: error: An error occurred while rewriting procedure to high-level language.
    Failure has occurred while loading a type.
      at Reko.Structure.StructureAnalysis.ProcessUnresolvedRegions () <0x41dc00d0 + 0x00073> in <filename unknown>:0 
  at Reko.Structure.StructureAnalysis.Execute () <0x41db8ca0 + 0x00443> in <filename unknown>:0 
  at Reko.Structure.StructureAnalysis.Structure () <0x41db77e0 + 0x00137> in <filename unknown>:0 
  at Reko.DecompilerDriver.StructureProgram () <0x41db7300 + 0x00255> in <filename unknown>:0 
poly_div: error: An error occurred while rewriting procedure to high-level language.
    Failure has occurred while loading a type.
      at Reko.Structure.StructureAnalysis.ProcessUnresolvedRegions () <0x41dc00d0 + 0x00073> in <filename unknown>:0 
  at Reko.Structure.StructureAnalysis.Execute () <0x41db8ca0 + 0x00443> in <filename unknown>:0 
  at Reko.Structure.StructureAnalysis.Structure () <0x41db77e0 + 0x00137> in <filename unknown>:0 
  at Reko.DecompilerDriver.StructureProgram () <0x41db7300 + 0x00255> in <filename unknown>:0 
 PublicKeyToken=b77a5c561934e089 type:System.ValueTuple`2 member:<none>
Could not load signature of Reko.Structure.StructureAnalysis:DetermineFollowLatch due to: Failed for unknown reasons. assembly:mscorlib, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089 type:System.ValueTuple`2 member:<none>
Could not load signature of Reko.Structure.StructureAnalysis:DetermineFollowLatch due to: Failed for unknown reasons. assembly:mscorlib, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089 type:System.ValueTuple`2 member:<none>
Could not load signature of Reko.Structure.StructureAnalysis:DetermineFollowLatch due to: Failed for unknown reasons. assembly:mscorlib, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089 type:System.ValueTuple`2 member:<none>
Could not load signature of Reko.Structure.StructureAnalysis:DetermineFollowLatch due to: Failed for unknown reasons. assembly:mscorlib, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089 type:System.ValueTuple`2 member:<none>
Could not load signature of Reko.Structure.StructureAnalysis:DetermineFollowLatch due to: Failed for unknown reasons. assembly:mscorlib, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089 type:System.ValueTuple`2 member:<none>
Could not load signature of Reko.Structure.StructureAnalysis:DetermineFollowLatch due to: Failed for unknown reasons. assembly:mscorlib, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089 type:System.ValueTuple`2 member:<none>
Could not load signature of Reko.Structure.StructureAnalysis:DetermineFollowLatch due to: Failed for unknown reasons. assembly:mscorlib, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089 type:System.ValueTuple`2 member:<none>
Could not load signature of Reko.Structure.StructureAnalysis:DetermineFollowLatch due to: Failed for unknown reasons. assembly:mscorlib, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089 type:System.ValueTuple`2 member:<none>
Could not load signature of Reko.Structure.StructureAnalysis:DetermineFollowLatch due to: Failed for unknown reasons. assembly:mscorlib, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089 type:System.ValueTuple`2 member:<none>
Could not load signature of Reko.Structure.StructureAnalysis:DetermineFollowLatch due to: Failed for unknown reasons. assembly:mscorlib, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089 type:System.ValueTuple`2 member:<none>
Could not load signature of Reko.Structure.StructureAnalysis:DetermineFollowLatch due to: Failed for unknown reasons. assembly:mscorlib, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089 type:System.ValueTuple`2 member:<none>
Could not load signature of Reko.Structure.StructureAnalysis:DetermineFollowLatch due to: Failed for unknown reasons. assembly:mscorlib, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089 type:System.ValueTuple`2 member:<none>
Could not load signature of Reko.Structure.StructureAnalysis:DetermineFollowLatch due to: Failed for unknown reasons. assembly:mscorlib, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089 type:System.ValueTuple`2 member:<none>
Could not load signature of Reko.Structure.StructureAnalysis:DetermineFollowLatch due to: Failed for unknown reasons. assembly:mscorlib, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089 type:System.ValueTuple`2 member:<none>
Could not load signature of Reko.Structure.StructureAnalysis:DetermineFollowLatch due to: Failed for unknown reasons. assembly:mscorlib, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089 type:System.ValueTuple`2 member:<none>
Could not load signature of Reko.Structure.StructureAnalysis:DetermineFollowLatch due to: Failed for unknown reasons. assembly:mscorlib, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089 type:System.ValueTuple`2 member:<none>
Could not load signature of Reko.Structure.StructureAnalysis:DetermineFollowLatch due to: Failed for unknown reasons. assembly:mscorlib, Version=4.0.0.0do_gcd: error: An error occurred while rewriting procedure to high-level language.
    Failure has occurred while loading a type.
      at Reko.Structure.StructureAnalysis.ProcessUnresolvedRegions () <0x41dc00d0 + 0x00073> in <filename unknown>:0 
  at Reko.Structure.StructureAnalysis.Execute () <0x41db8ca0 + 0x00443> in <filename unknown>:0 
  at Reko.Structure.StructureAnalysis.Structure () <0x41db77e0 + 0x00137> in <filename unknown>:0 
  at Reko.DecompilerDriver.StructureProgram () <0x41db7300 + 0x00255> in <filename unknown>:0 
pdiv_recurse: error: An error occurred while rewriting procedure to high-level language.
    Failure has occurred while loading a type.
      at Reko.Structure.StructureAnalysis.ProcessUnresolvedRegions () <0x41dc00d0 + 0x00073> in <filename unknown>:0 
  at Reko.Structure.StructureAnalysis.Execute () <0x41db8ca0 + 0x00443> in <filename unknown>:0 
  at Reko.Structure.StructureAnalysis.Structure () <0x41db77e0 + 0x00137> in <filename unknown>:0 
  at Reko.DecompilerDriver.StructureProgram () <0x41db7300 + 0x00255> in <filename unknown>:0 
mod_recurse: error: An error occurred while rewriting procedure to high-level language.
    Failure has occurred while loading a type.
      at Reko.Structure.StructureAnalysis.ProcessUnresolvedRegions () <0x41dc00d0 + 0x00073> in <filename unknown>:0 
  at Reko.Structure.StructureAnalysis.Execute () <0x41db8ca0 + 0x00443> in <filename unknown>:0 
  at Reko.Structure.StructureAnalysis.Structure () <0x41db77e0 + 0x00137> in <filename unknown>:0 
  at Reko.DecompilerDriver.StructureProgram () <0x41db7300 + 0x00255> in <filename unknown>:0 
polydiv_recurse: error: An error occurred while rewriting procedure to high-level language.
    Failure has occurred while loading a type.
      at Reko.Structure.StructureAnalysis.ProcessUnresolvedRegions () <0x41dc00d0 + 0x00073> in <filename unknown>:0 
  at Reko.Structure.StructureAnalysis.Execute () <0x41db8ca0 + 0x00443> in <filename unknown>:0 
  at Reko.Structure.StructureAnalysis.Structure () <0x41db77e0 + 0x00137> in <filename unknown>:0 
  at Reko.DecompilerDriver.StructureProgram () <0x41db7300 + 0x00255> in <filename unknown>:0 
pf_sub: error: An error occurred while rewriting procedure to high-level language.
    Failure has occurred while loading a type.
      at Reko.Structure.StructureAnalysis.ProcessUnresolvedRegions () <0x41dc00d0 + 0x00073> in <filename unknown>:0 
  at Reko.Structure.StructureAnalysis.Execute () <0x41db8ca0 + 0x00443> in <filename unknown>:0 
  at Reko.Structure.StructureAnalysis.Structure () <0x41db77e0 + 0x00137> in <filename unknown>:0 
  at Reko.DecompilerDriver.StructureProgram () <0x41db7300 + 0x00255> in <filename unknown>:0 
pf_recurse: error: An error occurred while rewriting procedure to high-level language.
    Failure has occurred while loading a type.
      at Reko.Structure.StructureAnalysis.ProcessUnresolvedRegions () <0x41dc00d0 + 0x00073> in <filename unknown>:0 
  at Reko.Structure.StructureAnalysis.Execute () <0x41db8ca0 + 0x00443> in <filename unknown>:0 
  at Reko.Structure.StructureAnalysis.Structure () <0x41db77e0 + 0x00137> in <filename unknown>:0 
  at Reko.DecompilerDriver.StructureProgram () <0x41db7300 + 0x00255> in <filename unknown>:0 
d_recurse: error: An error occurred while rewriting procedure to high-level language.
    Failure has occurred while loading a type.
      at Reko.Structure.StructureAnalysis.ProcessUnresolvedRegions () <0x41dc00d0 + 0x00073> in <filename unknown>:0 
  at Reko.Structure.StructureAnalysis.Execute () <0x41db8ca0 + 0x00443> in <filename unknown>:0 
  at Reko.Structure.StructureAnalysis.Structure () <0x41db77e0 + 0x00137> in <filename unknown>:0 
  at Reko.DecompilerDriver.StructureProgram () <0x41db7300 + 0x00255> in <filename unknown>:0 
taylor_cmd: error: An error occurred while rewriting procedure to high-level language.
    Failure has occurred while loading a type.
      at Reko.Structure.StructureAnalysis.ProcessUnresolvedRegions () <0x41dc00d0 + 0x00073> in <filename unknown>:0 
  at Reko.Structure.StructureAnalysis.Execute () <0x41db8ca0 + 0x00443> in <filename unknown>:0 
  at Reko.Structure.StructureAnalysis.Structure () <0x41db77e0 + 0x00137> in <filename unknown>:0 
  at Reko.DecompilerDriver.StructureProgram () <0x41db7300 + 0x00255> in <filename unknown>:0 
extrema_cmd: error: An error occurred while rewriting procedure to high-level language.
    Failure has occurred while loading a type.
      at Reko.Structure.StructureAnalysis.ProcessUnresolvedRegions () <0x41dc00d0 + 0x00073> in <filename unknown>:0 
  at Reko.Structure.StructureAnalysis.Execute () <0x41db8ca0 + 0x00443> in <filename unknown>:0 
  at Reko.Structure.StructureAnalysis.Structure () <0x41db77e0 + 0x00137> in <filename unknown>:0 
  at Reko.DecompilerDriver.StructureProgram () <0x41db7300 + 0x00255> in <filename unknown>:0 
derivative_cmd: error: An error occurred while rewriting procedure to high-level language.
    Failure has occurred while loading a type.
      at Reko.Structure.StructureAnalysis.ProcessUnresolvedRegions () <0x41dc00d0 + 0x00073> in <filename unknown>:0 
  at Reko.Structure.StructureAnalysis.Execute () <0x41db8ca0 + 0x00443> in <filename unknown>:0 
  at Reko.Structure.StructureAnalysis.Structure () <0x41db77e0 + 0x00137> in <filename unknown>:0 
  at Reko.DecompilerDriver.StructureProgram () <0x41db7300 + 0x00255> in <filename unknown>:0 
nintegrate_cmd: error: An error occurred while rewriting procedure to high-level language.
    Failure has occurred while loading a type.
      at Reko.Structure.StructureAnalysis.ProcessUnresolvedRegions () <0x41dc00d0 + 0x00073> in <filename unknown>:0 
  at Reko.Structure.StructureAnalysis.Execute () <0x41db8ca0 + 0x00443> in <filename unknown>:0 
  at Reko.Structure.StructureAnalysis.Structure () <0x41db77e0 + 0x00137> in <filename unknown>:0 
  at Reko.DecompilerDriver.StructureProgram () <0x41db7300 + 0x00255> in <filename unknown>:0 
make_powers: error: An error occurred while rewriting procedure to high-level language.
    Failure has occurred while loading a type.
      at Reko.Structure.StructureAnalysis.ProcessUnresolvedRegions () <0x41dc00d0 + 0x00073> in <filename unknown>:0 
  at Reko.Structure.StructureAnalysis.Execute () <0x41db8ca0 + 0x00443> in <filename unknown>:0 
  at Reko.Structure.StructureAnalysis.Structure () <0x41db77e0 + 0x00137> in <filename unknown>:0 
  at Reko.DecompilerDriver.StructureProgram () <0x41db7300 + 0x00255> in <filename unknown>:0 
int_dispatch: error: An error occurred while rewriting procedure to high-level language.
    Failure has occurred while loading a type.
      at Reko.Structure.StructureAnalysis.ProcessUnresolvedRegions () <0x41dc00d0 + 0x00073> in <filename unknown>:0 
  at Reko.Structure.StructureAnalysis.Execute () <0x41db8ca0 + 0x00443> in <filename unknown>:0 
  at Reko.Structure.StructureAnalysis.Structure () <0x41db77e0 + 0x00137> in <filename unknown>:0 
  at Reko.DecompilerDriver.StructureProgram () <0x41db7300 + 0x00255> in <filename unknown>:0 
laplace_sub: error: An error occurred while rewriting procedure to high-level language.
    Failure has occurred while loading a type.
      at Reko.Structure.StructureAnalysis.ProcessUnresolvedRegions () <0x41dc00d0 + 0x00073> in <filename unknown>:0 
  at Reko.Structure.StructureAnalysis.Execute () <0x41db8ca0 + 0x00443> in <filename unknown>:0 
  at Reko.Structure.StructureAnalysis.Structure () <0x41db77e0 + 0x00137> in <filename unknown>:0 
  at Reko.DecompilerDriver.StructureProgram () <0x41db7300 + 0x00255> in <filename unknown>:0 
inv_laplace_sub: error: An error occurred while rewriting procedure to high-level language.
    Failure has occurred while loading a type.
      at Reko.Structure.StructureAnalysis.ProcessUnresolvedRegions () <0x41dc00d0 + 0x00073> in <filename unknown>:0 
  at Reko.Structure.StructureAnalysis.Execute () <0x41db8ca0 + 0x00443> in <filename unknown>:0 
  at Reko.Structure.StructureAnalysis.Structure () <0x41db77e0 + 0x00137> in <filename unknown>:0 
  at Reko.DecompilerDriver.StructureProgram () <0x41db7300 + 0x00255> in <filename unknown>:0 
integrate_sub: error: An error occurred while rewriting procedure to high-level language.
    Failure has occurred while loading a type.
      at Reko.Structure.StructureAnalysis.ProcessUnresolvedRegions () <0x41dc00d0 + 0x00073> in <filename unknown>:0 
  at Reko.Structure.StructureAnalysis.Execute () <0x41db8ca0 + 0x00443> in <filename unknown>:0 
  at Reko.Structure.StructureAnalysis.Structure () <0x41db77e0 + 0x00137> in <filename unknown>:0 
  at Reko.DecompilerDriver.StructureProgram () <0x41db7300 + 0x00255> in <filename unknown>:0 
integrate_cmd: error: An error occurred while rewriting procedure to high-level language.
    Failure has occurred while loading a type.
      at Reko.Structure.StructureAnalysis.ProcessUnresolvedRegions () <0x41dc00d0 + 0x00073> in <filename unknown>:0 
  at Reko.Structure.StructureAnalysis.Execute () <0x41db8ca0 + 0x00443> in <filename unknown>:0 
  at Reko.Structure.StructureAnalysis.Structure () <0x41db77e0 + 0x00137> in <filename unknown>:0 
  at Reko.DecompilerDriver.StructureProgram () <0x41db7300 + 0x00255> in <filename unknown>:0 
, Culture=neutral, PublicKeyToken=b77a5c561934e089 type:System.ValueTuple`2 member:<none>
Could not load signature of Reko.Structure.StructureAnalysis:DetermineFollowLatch due to: Failed for unknown reasons. assembly:mscorlib, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089 type:System.ValueTuple`2 member:<none>
Could not load signature of Reko.Structure.StructureAnalysis:DetermineFollowLatch due to: Failed for unknown reasons. assembly:mscorlib, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089 type:System.ValueTuple`2 member:<none>
Could not load signature of Reko.Structure.StructureAnalysis:DetermineFollowLatch due to: Failed for unknown reasons. assembly:mscorlib, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089 type:System.ValueTuple`2 member:<none>
Could not load signature of Reko.Structure.StructureAnalysis:DetermineFollowLatch due to: Failed for unknown reasons. assembly:mscorlib, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089 type:System.ValueTuple`2 member:<none>
Could not load signature of Reko.Structure.StructureAnalysis:DetermineFollowLatch due to: Failed for unknown reasons. assembly:mscorlib, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089 type:System.ValueTuple`2 member:<none>
Could not load signature of Reko.Structure.StructureAnalysis:DetermineFollowLatch due to: Failed for unknown reasons. assembly:mscorlib, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089 type:System.ValueTuple`2 member:<none>
Could not load signature of Reko.Structure.StructureAnalysis:DetermineFollowLatch due to: Failed for unknown reasons. assembly:mscorlib, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089 type:System.ValueTuple`2 member:<none>
Could not load signature of Reko.Structure.StructureAnalysis:DetermineFollowLatch due to: Failed for unknown reasons. assembly:mscorlib, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089 type:System.ValueTuple`2 member:<none>
Could not load signature of Reko.Structure.StructureAnalysis:DetermineFollowLatch due to: Failed for unknown reasons. assembly:mscorlib, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089 type:System.ValueTuple`2 member:<none>
Could not load signature of Reko.Structure.StructureAnalysis:DetermineFollowLatch due to: Failed for unknown reasons. assembly:mscorlib, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089 type:System.ValueTuple`2 member:<none>
Could not load signature of Reko.Structure.StructureAnalysis:DetermineFollowLatch due to: Failed for unknown reasons. assembly:mscorlib, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089 type:System.ValueTuple`2 member:<none>
Could not load signature of Reko.Structure.StructureAnalysis:DetermineFollowLatch due to: Failed for unknown reasons. assembly:mscorlib, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089 type:System.ValueTuple`2 member:<none>
Could not load signature of Reko.Structure.StructureAnalysis:DetermineFollowLatch due to: Failed for unknown reasons. assembly:mscorlib, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089 type:System.ValueTuple`2 member:<none>
Could not load signature of Reko.Structure.StructureAnalysis:DetermineFollowLatch due to: Failed for unknown reasons. assembly:mscorlib, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089 type:System.ValueTuple`2 member:<none>
Could not load signature of Reko.Structure.StructureAnalysis:DetermineFollowLatch due to: Failed for unknown reasons. assembly:mscorlib, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089 type:System.ValueTuple`2 member:<none>
Could not load signature of Reko.Structure.StructureAnalysis:DetermineFollowLatch due to: Failed for unknown reasons. assembly:mscorlib, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089 type:System.ValueTuple`2 member:<none>
Could not load signature of Reko.Structure.StructureAnalysis:DetermineFollowLatch due to: Failed for unknown reasons. assembly:mscorliget_constant: error: An error occurred while rewriting procedure to high-level language.
    Failure has occurred while loading a type.
      at Reko.Structure.StructureAnalysis.ProcessUnresolvedRegions () <0x41dc00d0 + 0x00073> in <filename unknown>:0 
  at Reko.Structure.StructureAnalysis.Execute () <0x41db8ca0 + 0x00443> in <filename unknown>:0 
  at Reko.Structure.StructureAnalysis.Structure () <0x41db77e0 + 0x00137> in <filename unknown>:0 
  at Reko.DecompilerDriver.StructureProgram () <0x41db7300 + 0x00255> in <filename unknown>:0 
parse_complex: error: An error occurred while rewriting procedure to high-level language.
    Failure has occurred while loading a type.
      at Reko.Structure.StructureAnalysis.ProcessUnresolvedRegions () <0x41dc00d0 + 0x00073> in <filename unknown>:0 
  at Reko.Structure.StructureAnalysis.Execute () <0x41db8ca0 + 0x00443> in <filename unknown>:0 
  at Reko.Structure.StructureAnalysis.Structure () <0x41db77e0 + 0x00137> in <filename unknown>:0 
  at Reko.DecompilerDriver.StructureProgram () <0x41db7300 + 0x00255> in <filename unknown>:0 
complex_root_simp: error: An error occurred while rewriting procedure to high-level language.
    Failure has occurred while loading a type.
      at Reko.Structure.StructureAnalysis.ProcessUnresolvedRegions () <0x41dc00d0 + 0x00073> in <filename unknown>:0 
  at Reko.Structure.StructureAnalysis.Execute () <0x41db8ca0 + 0x00443> in <filename unknown>:0 
  at Reko.Structure.StructureAnalysis.Structure () <0x41db77e0 + 0x00137> in <filename unknown>:0 
  at Reko.DecompilerDriver.StructureProgram () <0x41db7300 + 0x00255> in <filename unknown>:0 
roots_cmd: error: An error occurred while rewriting procedure to high-level language.
    Failure has occurred while loading a type.
      at Reko.Structure.StructureAnalysis.ProcessUnresolvedRegions () <0x41dc00d0 + 0x00073> in <filename unknown>:0 
  at Reko.Structure.StructureAnalysis.Execute () <0x41db8ca0 + 0x00443> in <filename unknown>:0 
  at Reko.Structure.StructureAnalysis.Structure () <0x41db77e0 + 0x00137> in <filename unknown>:0 
  at Reko.DecompilerDriver.StructureProgram () <0x41db7300 + 0x00255> in <filename unknown>:0 
trim_zeros: error: An error occurred while rewriting procedure to high-level language.
    Failure has occurred while loading a type.
      at Reko.Structure.StructureAnalysis.ProcessUnresolvedRegions () <0x41dc00d0 + 0x00073> in <filename unknown>:0 
  at Reko.Structure.StructureAnalysis.Execute () <0x41db8ca0 + 0x00443> in <filename unknown>:0 
  at Reko.Structure.StructureAnalysis.Structure () <0x41db77e0 + 0x00137> in <filename unknown>:0 
  at Reko.DecompilerDriver.StructureProgram () <0x41db7300 + 0x00255> in <filename unknown>:0 
int_expr: error: An error occurred while rewriting procedure to high-level language.
    Failure has occurred while loading a type.
      at Reko.Structure.StructureAnalysis.ProcessUnresolvedRegions () <0x41dc00d0 + 0x00073> in <filename unknown>:0 
  at Reko.Structure.StructureAnalysis.Execute () <0x41db8ca0 + 0x00443> in <filename unknown>:0 
